Date,GE
2001-07-19,122.82872009277344
2001-07-20,123.22514343261719
2001-07-23,119.71051025390625
2001-07-24,116.27500915527344
2001-07-25,115.7465591430664
2001-07-26,115.61441802978516
2001-07-27,117.99278259277344
2001-07-30,115.21804809570312
2001-07-31,114.953857421875
2001-08-01,113.10393524169922
2001-08-02,111.51835632324219
2001-08-03,112.97180938720703
2001-08-06,109.37785339355469
2001-08-07,113.02465057373047
2001-08-08,110.06486511230469
2001-08-09,110.7255630493164
2001-08-10,112.49607849121094
2001-08-13,111.5976333618164
2001-08-14,110.59344482421875
2001-08-15,110.40843200683594
2001-08-16,109.93283081054688
2001-08-17,107.81873321533203
2001-08-20,109.74774169921875
2001-08-21,106.94660186767578
2001-08-22,107.95077514648438
2001-08-23,108.45291900634766
2001-08-24,110.9634017944336
